,n03027108,n04379964,n02825657,n07751451,n04273796,n03109693,n07853762,n02861387,n03909020,n04102618,n03384891,n07920872,n07908647,n01795545,n13186388,n02029087,n09859152,n07609728,n01697178,n09626238,n01873310,n02086079,n02192252,n12076223,n10036692,n12400720,n02308735,n03447721,n10561320,n12622875,n12560282,n03696568,n02501583,n04122685,n04390977,n03322836,n05526957,n03993180,n07748912,n04284869,n04568841,n10260800,n11892817,n03114379,n09640715,n01321579,n01848648,n04179712,n12836212,n11897116,n04569063,n04414909,n01814921,n07746334,n09481120,n04028315,n07869391,n02823750,n12159804,n02988486,n07878647,n11902982,n02903204,n04332580,n04431025,n12575812,n03471190,n04534359,n08611421,n04008385,n12548280,n04144241,n07845087,n01806567,n01472303,n11806814,n12408717,n07619004,n13102775,n10639637,n12305475,n03713436,n03667829,n01603600,n04245508,n09896401,n12495895,n03998333,n04381994,n07594737,n03744840,n12549192,n07619208,n02768226,n12916511,n03609235,n03359137,n01579260,n02268148,n11821184,n13232779,n09695019,n04027706,n03327553,n07814390,n12590232,n04105893,n02389026,n01500854,n12907057,n03193260,n03967562,n02357111,n09189157,n11735570,n09294877,n11721642,n12342852,n02836268,n02129837,n01667114,n03565288,n13141415,n07899533,n03225108,n02813399,n10070108,n13055423,n03444034,n02406859,n11969166,n12101870,n03571280,n12477583,n13919547,n04140064,n03070193,n02715712,n07889510,n03541537,n09968845,n01631663,n07747951,n04356056,n09918554,n12245319,n12461673,n12270460,n12190869,n10645017,n03035252,n11720891,n03622058,n12882779,n02737660,n02339376,n04005630,n04204238,n02376542,n13155611,n12023407,n12373100,n10225219,n12516828,n04047834,n02508021,n07734417,n09734639,n12675876,n04475309,n01858281,n13196003,n04967674,n12166793,n07642742,n10252354,n01957335,n10747119,n04211970,n02004492,n12344700,n11694664,n12409231,n07858114,n03498781,n04591517,n00443231,n04593376,n11617272,n07897750,n07828987,n04216963,n04299370,n10407310,n10709529,n02797535,n07588299,n12746884,n07889814,n02104882,n02069974,n04381860,n04453156,n03719560,n07837912,n04182322,n07927716,n03788914,n02949202,n04547592,n12781940,n02424486,n03572321,n03684611,n02082791,n12832538,n03229244,n02950482,n02610066,n02624987,n03406966,n09421799,n01791107,n07587441,n03134739,n09701833,n12709103,n13081999,n02872529,n03414162,n12358293,n12731029,n02379329,n03720163,n02686568,n01754533,n02873520,n02729965,n03210552,n10261624,n02474777,n07865105,n02687172,n02555863,n07931452,n02811618,n02922798,n10098710,n03970546,n03063073,n02687992,n02816656,n07931612,n07681926,n02121620,n03438257
n03027108,0.0,0.01860419974366871,0.02001292031399648,0.023164008028603977,0.012312164702655868,0.01779684622463413,0.025033397240981883,0.02672382317310766,0.027453199369631576,0.011393793336525997,0.030291732799537268,0.027365809138141444,0.026166618218503565,0.027596196696574343,0.012096946664468254,0.029037067250689906,0.014898589298617966,0.021537046003513194,0.020808224406593998,0.009812338011439646,0.03149953227205532,0.02715255975069778,0.02468221399118212,0.01433159828527592,0.008111144663551456,0.019237189571155142,0.02838324977905699,0.016146125723228502,0.015395490761624593,0.017323532812474993,0.01853206664830512,0.025081263061152645,0.02289864536472423,0.024205439611053134,0.02637626271241284,0.019947799960431847,0.04028580628202779,0.020019118656848665,0.03370754940929232,0.031589279283616475,0.024067316266848715,0.0209109667416284,0.014904526863329564,0.019499376171108147,0.023425837708174888,0.023730335363536414,0.02093850455242565,0.021781198714565454,0.011257385270837481,0.014400717365188255,0.022059492433474742,0.018223715288976955,0.02394665573160038,0.019594047126574376,0.025509311006011004,0.010501797068298872,0.024881215805610892,0.025511357016770462,0.023833993905533327,0.020222035745982116,0.022026674567447592,0.018120073736816372,0.015145143025170055,0.021437462756959378,0.02634914540129689,0.015662660243833948,0.02636291659514921,0.017548590756261428,0.013889665273460748,0.007397806571867252,0.018584707725309305,0.020860011903379203,0.02416358849676767,0.01796729806985108,0.024490643786973174,0.015274218154586865,0.016947569813631557,0.0330205180995898,0.024992898471907273,0.01619857759309717,0.019204082522076532,0.017389255311487276,0.015546085488740752,0.01462650001857577,0.010094870172186424,0.00936320181199735,0.013058595179277988,0.023697765340725402,0.024110715772515584,0.02463549959142235,0.018924959302154803,0.02051413047963811,0.038510799796437366,0.015767550666866446,0.015468628752070425,0.022427362734906107,0.0250589782070565,0.024037891370168613,0.027184954949058617,0.012056699190967286,0.009298225088064339,0.012081962544700077,0.02216124483166215,0.02480244572534076,0.021620453782190522,0.014985996109927341,0.02195191662605882,0.024210839904909447,0.03735003652983754,0.021808980245773088,0.016893037972061705,0.011249010024633221,0.019805222240940924,0.01730893593736347,0.01810846321116006,0.02219615003003042,0.016663857751313925,0.01555859277286809,0.02004805723890129,0.015410071383724187,0.022554537263866293,0.02922187475764921,0.0130780490409882,0.02536082731725895,0.01605637213681414,0.011751350336363342,0.017529462017624703,0.017885030310465337,0.01088762949311995,0.022429877987247694,0.015892521664224644,0.015175196490346592,0.027322506344022637,0.013523512760110564,0.025633116999561445,0.024111987003450464,0.009696545789292351,0.01394212903168575,0.01965390330473481,0.018153140050600904,0.011835841318000112,0.016583378046101858,0.02980117134732723,0.01872139467627596,0.02038050750585732,0.017047861910539048,0.009407690637240491,0.019519142924909926,0.018327398968732252,0.014175260589392486,0.018334798670438412,0.011116712531516807,0.01990765873539276,0.015569256742023169,0.02275813401424252,0.021813778227279163,0.017717771219791817,0.017675409821967178,0.021037885718615736,0.027613729229968454,0.010916766289275124,0.01171446745837944,0.019278068935257055,0.01835426321957812,0.018154058425378386,0.02344870077959189,0.02670238954826234,0.015780021018183245,0.01025816518641956,0.02985585160075777,0.027460972230120916,0.01254293975937563,0.030100257008950037,0.01765593338701871,0.0226824922532177,0.017078266149512952,0.02100265104021691,0.020670693860720697,0.014069178164196292,0.022478466575423295,0.020521306878123126,0.018800153848062606,0.017242016175814365,0.027186632520641355,0.014254517818064544,0.03463163017403242,0.02191794465530623,0.024714504989229412,0.011676958969097128,0.024000844940103596,0.024236734693645973,0.01815322604215006,0.02482007647821664,0.008922551627026895,0.01917974977884622,0.014148809337697656,0.03486437872417521,0.01217797245679206,0.02127857157601815,0.02234619973113573,0.028292300599112842,0.017334017828602555,0.03083438103224213,0.023206950873170505,0.02922139507822416,0.024194917094920894,0.018813825504976546,0.024473283870042026,0.024927091969564105,0.02096576117005172,0.020125673956495213,0.019676902562223587,0.026577906371423387,0.025755941201880368,0.021404404650008233,0.020949875257530507,0.029402062522555384,0.01218651055484024,0.021393506412326242,0.019463157441897493,0.022560415106005656,0.03625582286811538,0.01998835023067304,0.03349812995017171,0.019552458506005163,0.024108246347040802,0.022474600148222047,0.0222909859310639,0.015122772757282323,0.007898350673780833,0.011140671553497579,0.014570359337939012,0.01869934510368341,0.03153055539670273,0.024394525061357544,0.0170844820037924,0.01885374925141224,0.014440120193365403,0.01058300722552148,0.010688312759259327,0.016811373865762556,0.02476409636382212,0.02151910346945959,0.020928598632470145,0.031651965995539655,0.019117136038592247,0.026344509152207003,0.008397319299879698,0.02613797597692157,0.031161686727205592,0.020356887078898496,0.023087815210871217,0.02934503548519454,0.026479990608680105,0.023470018829676254,0.028137929030747248
n04379964,0.01860419974366871,0.0,0.004319676116113709,0.0060803435593818995,0.009152021526096172,0.0039573215263887735,0.008162704526473196,0.010228856699862298,0.012323597026261592,0.008294969549802963,0.014276457657181475,0.009229826432997624,0.010163149504198405,0.010051137276098642,0.01888511583757644,0.012536751265998574,0.006223992632043284,0.0070099365882685975,0.0083577798743861,0.011959966131497295,0.014372778864838922,0.010011873523919449,0.007752669660617429,0.009400900213715337,0.013286532149145068,0.008208436791764365,0.011683635608798678,0.004068603061203544,0.010243359798925537,0.005767024773864252,0.0032319353247049153,0.007717069450959139,0.006410853158869149,0.007872632315011903,0.009032661524716802,0.003523583447676673,0.022884823866776857,0.006746517816871176,0.016762198748155793,0.015672853003123984,0.009253612882175827,0.0050467668782718435,0.008472169568360801,0.006794803073688553,0.00810063205481488,0.0063682968793096146,0.0072730988955627485,0.006332535220080238,0.014213939871977988,0.009296271758185912,0.007077858132273233,0.009236783912218391,0.00639061089980629,0.004964092608358458,0.011164648389160607,0.01058585311868937,0.00799589473921555,0.008209815100505188,0.006586315896158696,0.0054653890800582545,0.005501451755472259,0.009120722035235704,0.005771748912956058,0.004292353826397174,0.009873922709743231,0.008002916961077142,0.011648799164537734,0.00382549054843888,0.006806983415563131,0.013489919720033256,0.006047282920372614,0.006506547547181774,0.008582303108338088,0.00814756985121069,0.007757149838328643,0.010055870403169928,0.009507742560775426,0.015354547737506016,0.008244028114982739,0.004874096908659243,0.008897300921471904,0.010071657105248818,0.008703244424395571,0.0050007621502826715,0.010154224342103658,0.013977416318657723,0.012277462123241416,0.00791119146309214,0.006442081347917854,0.007088434486395873,0.006540424212580945,0.0067667509453456015,0.020959834703240983,0.004725228149885503,0.010250187406770504,0.009354795339224925,0.009576309091419558,0.006907597563065203,0.01031581808885737,0.011746130249572492,0.015879220042992963,0.010344625811401461,0.005618890365090836,0.007431275623652582,0.005568004253053313,0.011112918717084337,0.005927489622553248,0.007016378507344432,0.021522975662596228,0.00528550678781775,0.0074279766978352,0.009341877117379356,0.005285305643035711,0.008804388169055584,0.0065376516381930455,0.005514479081251771,0.007676378727986663,0.0073074472231645675,0.0034864287897838236,0.007900203129849752,0.007640395424001382,0.014023623828399983,0.008843795103359486,0.008865264701142775,0.005593956721263475,0.014309511692364787,0.010838952909625164,0.005714098875875655,0.010059366627597906,0.005117735825564677,0.011773431186836594,0.0103195860592588,0.00983624419527551,0.009456676860924858,0.00942344347735507,0.00644272187262,0.016336519907498754,0.006129233851279588,0.006353487378349399,0.0048393031894692785,0.014779417026927226,0.008495523452165404,0.0128517995065799,0.0027484877190783424,0.0033596344857885693,0.005913013422410073,0.0148814208761372,0.006820211592797553,0.007315401723770523,0.006673219571437205,0.008543367096591412,0.011196519260378693,0.006656616288762354,0.0062677375033768955,0.006858744322090967,0.007115171211798871,0.011248064913236995,0.006384355941159091,0.004404781047175364,0.011914209183637094,0.019798173784312895,0.012436160803929536,0.006927785094211279,0.00643665604065153,0.007090503558748873,0.007038219280772559,0.009613547916073675,0.006030102285959135,0.017479398161301427,0.012281507784794244,0.009499678078284036,0.014633352688371043,0.015295494438042559,0.00530705114186278,0.005316977584348886,0.004902353634470304,0.004358366272836858,0.0036466477095150854,0.009860898899343211,0.007147934494779637,0.008055613542349212,0.006474575202217478,0.008005931090858497,0.010100106683979329,0.00919578707608595,0.017390110057041306,0.009721907230353523,0.00882185144847599,0.011691564050229673,0.006503553820461171,0.006604927265403794,0.00618535357978711,0.007949741437194754,0.012172175460110894,0.003281803235903955,0.0053710572727679205,0.017219839150345553,0.019968541451761756,0.004959114253562644,0.005224847638261645,0.012930520190972494,0.0035080675492178063,0.013303950612588537,0.0074308465973223015,0.011637512180798736,0.00717739729629039,0.0050733713189568845,0.00945392169085554,0.008728703525053127,0.005724017298950541,0.006255602071159879,0.005090087967263235,0.00961810015290494,0.010364437653122213,0.004350780591217836,0.004171757259104622,0.011649358460998214,0.007314630380417491,0.004427942248627458,0.007261150125108927,0.009441983698159243,0.01968508124161981,0.006468997257137943,0.015802113930814928,0.003758474796188544,0.007551225001330445,0.006979823416628384,0.005131599522088058,0.004592048079468591,0.012659986508663387,0.009598920594260056,0.009999216394501466,0.0034927289258518826,0.017436744172864206,0.008858115052533472,0.006763027018355228,0.0069743692803762745,0.0051736384916631455,0.011025219940059758,0.015745531098843364,0.00447349547544522,0.007853256304414082,0.007390173461582172,0.0035205142820894223,0.01434478445817596,0.006220659580755068,0.00990079189287719,0.014128416321416223,0.009718934606947862,0.013593902365898067,0.00772474627369561,0.005862791951476267,0.011393655866482834,0.009454063327012032,0.005828503214967631,0.010451472025078524
n02825657,0.02001292031399648,0.004319676116113709,0.0,0.006686148895005615,0.01182660611825955,0.004092124337781296,0.009708993760228974,0.009261311615051546,0.011677023783405648,0.009641820051975447,0.011896562984917506,0.009512345230660245,0.007835165109457837,0.009956954329868746,0.02163552670138616,0.013517096984297018,0.007314037238699189,0.008938906466414867,0.011817770514325292,0.01239713538365184,0.015440596705888612,0.009644782975328874,0.00836253559499326,0.009499410412174858,0.014124387688134739,0.010684800023176535,0.012843013808545658,0.005103133316877351,0.009186970394282677,0.00743761471020638,0.006638608822095172,0.007336665946237364,0.007411386467305508,0.008648355412546488,0.008506645510204079,0.006342397819357954,0.021853684841989445,0.008447809107549704,0.016547853823092342,0.01565941550053363,0.010156225432229724,0.0053600845826191285,0.010272344560136874,0.009295623471364233,0.009359224653999897,0.0065682977225253025,0.010526365840656872,0.008389342707533966,0.01599494091116267,0.0119099747377461,0.006947626139485543,0.012086521272836187,0.007792830961469945,0.007506919117240881,0.01338343864541177,0.012856425793727663,0.009485140197925146,0.0077695964785628666,0.00826403424274124,0.006677228093204181,0.007566336265312071,0.011331168608726478,0.008914146276531346,0.003678150152518828,0.010601898085426461,0.009920498926087661,0.013472785748977955,0.006283631002712551,0.008497366736682376,0.015785544770876143,0.008033720707764534,0.007931869817462283,0.00828483444505184,0.011333449049584533,0.009092786495880889,0.011542624547945399,0.012574249919372529,0.015553508499796784,0.008713169724774589,0.004827670223970468,0.011708472195536683,0.012333864159150318,0.008375798486549077,0.007006400016674587,0.012412296782601702,0.013959625295448617,0.015075835680715405,0.009172914752939458,0.007176330568176655,0.008457998427031257,0.00808330882885314,0.008743439421094453,0.020979016801104613,0.006310727659215189,0.012917042767419826,0.012217205666939537,0.008787694619612561,0.007706105945978168,0.010674678980503808,0.014009304245111927,0.017730494247911725,0.010095198917637155,0.006640620291191103,0.0073179850662148755,0.005987045741898884,0.013376263185158917,0.003966182912866603,0.007240150564099668,0.021989039992436614,0.006448776441115464,0.010423049214126236,0.011845817718917715,0.00827318361549164,0.011793899487657479,0.009272444359357814,0.007457528156895723,0.009974859567500724,0.009456956977358391,0.003158733791852255,0.010366243953222349,0.010374100174361533,0.014945057350068068,0.011204787788407758,0.006497754373816829,0.005924497840968917,0.014665767468222967,0.008264136110363945,0.008633573816556248,0.012861519618163012,0.006098529569806639,0.014940374843321941,0.012682915025299168,0.008707989718424881,0.011657324938268602,0.009137947051405257,0.007340027382174712,0.01860621745059888,0.00830268997563235,0.004092527858315897,0.00401516049620204,0.014033347923657426,0.01173728048256061,0.012546227473988895,0.004194551763312874,0.0027539630641802678,0.007566149804366867,0.016337187349220388,0.009658868888374752,0.010241241371186127,0.007474782647558857,0.00952053089669928,0.013560047493967727,0.006483962146795316,0.0070003919653760975,0.0050897771528512084,0.009701455228716845,0.010795131013656077,0.008805117940767887,0.0045940870560382836,0.009895608177188894,0.021828493209430123,0.015163780790115813,0.00431051295376162,0.007495824762266544,0.010769010222309956,0.008711242731721846,0.009296478803341455,0.005350288908787163,0.018349076591411516,0.012629888798206588,0.009850996493716293,0.01746506454604519,0.017050979694365375,0.007718547274455717,0.007307560423117466,0.004136252762865853,0.006204256877035116,0.0063273486531601,0.011843663261405764,0.009245386097461743,0.009960469664419712,0.009061998977565744,0.011215038691345089,0.010881667658483724,0.012561736506338527,0.016703159210314615,0.012262088924302212,0.009120688961781902,0.01327464262759395,0.00527824628764955,0.006421008001133571,0.00664524288951884,0.0068091484708625565,0.012875242405600194,0.005886315210851583,0.007110258700895434,0.01746934626846559,0.022757520064633843,0.003955622455617382,0.005883639270196632,0.014702103658625326,0.006384603936804347,0.01242919619508342,0.00597668785043634,0.01246600059863522,0.007145213590226103,0.003560658822077321,0.008667416714378763,0.006371587916538192,0.008271465758724762,0.006407246439365156,0.007772154349898507,0.009882873502256377,0.010255113083386808,0.005648563859786841,0.00588988525229292,0.01106577867555605,0.009712145453764563,0.003494244449995873,0.01049667239665942,0.012091388178052727,0.02019570756081728,0.009289272658438342,0.016234226162054336,0.0063181074937624674,0.0054419742983737055,0.009228387713055612,0.006913729509370159,0.006666847705955757,0.01404519647212569,0.011359970076744118,0.013043529985002843,0.005319066933087447,0.018500871651998627,0.010365190160924978,0.010228383127539379,0.004547332359819288,0.006726090829438764,0.012190336069871204,0.016823073002245045,0.004415602782152631,0.0080529499707462,0.010018416564571472,0.005899208836661421,0.013320969527890143,0.00801441988039219,0.010988392626721586,0.01452730272248874,0.008738340527500787,0.013762100002994599,0.010137222830715992,0.006781210930104117,0.010811165498189555,0.010468328203737644,0.006406646091731733,0.009875504472645204
n07751451,0.023164008028603977,0.0060803435593818995,0.006686148895005615,0.0,0.013881192130040845,0.006373927494879568,0.004851327225395423,0.006529115059392588,0.01110551696772972,0.013041157665630746,0.010820703136965914,0.00586146568382822,0.008606077263646188,0.0078012452124739265,0.02213177523777238,0.010861877634540414,0.010077821931750736,0.006096124419107271,0.009563947908438536,0.015779023806153814,0.011616667666711359,0.006649153556494042,0.005556848678833796,0.012630869626929308,0.016863679130614612,0.007801935386393135,0.008859514381824354,0.0077978812778949766,0.01283224686927782,0.008578519325855936,0.0058918295067573396,0.00815172237633431,0.0020730592680154518,0.006503827931398837,0.00637600950786834,0.007170981763619259,0.01877343033235589,0.008330693737899835,0.013435496614103943,0.014489455742246488,0.00938999135136192,0.007138373668762556,0.010931686133439339,0.00760630045252084,0.005700867194876279,0.0027311402574442,0.009142814256829262,0.006567540105272614,0.017895610404891467,0.01230426385925439,0.007730536449482131,0.010560280616806774,0.005566533094325225,0.005283509286319081,0.009199676414033688,0.015197156694045645,0.005242254878773502,0.006272760467323935,0.004440654526770086,0.00865132720920332,0.00401703620918866,0.011669364461507065,0.010787492728605345,0.0036745646277360623,0.009416347289323156,0.00980865674061934,0.00951067511994869,0.008307446102994335,0.010819396934086697,0.017971019944680682,0.008428765657451638,0.0059376736713767034,0.008530136096839488,0.01016568553275494,0.0067154101099780195,0.01240161831788406,0.011504050700541672,0.011982873963917553,0.007406187125593193,0.00836194948047877,0.009794018837845742,0.012939564880263736,0.01307735192031254,0.009263194699876515,0.014519105878792226,0.01786009341116795,0.015042723167094785,0.005848503869203373,0.005617699221352299,0.005435232750421989,0.010117867618281718,0.007909358401197141,0.01762233835472019,0.009770101016194318,0.011800918521360273,0.011551731831181746,0.0091477002196335,0.006469970195875543,0.007923366402220675,0.014975755444134303,0.019969966826431148,0.01377052147349277,0.006010342567598288,0.003550423852750946,0.005948847749086179,0.012789454227034966,0.006507354368641881,0.003076087793719569,0.019601727324665124,0.005749850053798492,0.012649377863803912,0.013957440081132746,0.005612823995905741,0.01070201708357356,0.008322646934999726,0.005227413728423034,0.010669561959232712,0.009560280916883981,0.005123421477644322,0.009757922260255352,0.007452426433851151,0.011825336439027218,0.012132734396926026,0.007509372098427638,0.010309621848063893,0.017852322729145904,0.013415756739551232,0.007778963371659808,0.015195214292856701,0.003820941269391546,0.013818489910160445,0.012221564029190354,0.007250821601951776,0.012258484257539217,0.008523954768505355,0.005981071315167163,0.019714730788163232,0.011301172865848903,0.007980132168386616,0.008349670668740128,0.01846188301905522,0.011231315480370492,0.009871682610800129,0.006800719894632986,0.004755089056567357,0.007969911782746192,0.01828155449501687,0.007317245648354695,0.008107837367543494,0.009899550670289354,0.012517547816861253,0.01505739719000227,0.008625443753425832,0.008613010408790043,0.006775315990938668,0.006092919830534086,0.012788554751381477,0.009278998309228558,0.003313433334005445,0.007513328957190657,0.022974162984879073,0.01556117325728752,0.008850367531208379,0.006813730634563455,0.010260818544204284,0.0041828131484850034,0.0060469257975589935,0.009285836985903285,0.021137508595619154,0.008838211726230201,0.006711104111792757,0.017622928857357438,0.014731939431616532,0.007044120834267046,0.005081689917785721,0.008546948551968019,0.0043545418194720215,0.004012359303655836,0.015534147310311192,0.005957795388112397,0.00982576020670715,0.006531245878221688,0.009527091003902014,0.0076963652562655905,0.014377560755836568,0.015254463871979845,0.011782057688630413,0.00845506426794442,0.01499013241799969,0.005474499169078726,0.004933188459658253,0.009652402676436878,0.004179222875832786,0.016430220095571057,0.006570939201754638,0.010896661395351254,0.013553046727243875,0.02322956542645509,0.005418024678347988,0.00327948291958595,0.01264212283522423,0.008470497359105229,0.010065716182295698,0.004161619414876775,0.008444751123295681,0.006704635403799304,0.006710202007473398,0.00771869337636772,0.006390143343349378,0.0068104555728212635,0.004768517222779718,0.005426684973098236,0.008099898765383346,0.010713302123404832,0.0033971595918983683,0.003571550488643757,0.008581353056666005,0.012425513619308328,0.005328366094750311,0.01072198018230258,0.010519382906942829,0.017860413191649428,0.00720336691719212,0.012280227534316677,0.005240573488785796,0.0047332426104247545,0.005493718414666367,0.003877503143806857,0.010067017003530599,0.016898602143753442,0.013602452505024107,0.012560690365505266,0.00513587817816822,0.016048319581025514,0.010580811557752375,0.009124133286279375,0.008735013654515502,0.010336679670871719,0.015300424494594228,0.020407662318353167,0.0072355904681460715,0.004685212851055135,0.010868897504432009,0.005626489827139964,0.010694624401843,0.010642254670981628,0.00711313207085788,0.01787087928149881,0.008067196014250566,0.010762694251276777,0.012089529414349945,0.005075075972488351,0.008185279363681009,0.0075287743034308675,0.0029708533020703105,0.007191470985422247
n04273796,0.012312164702655868,0.009152021526096172,0.01182660611825955,0.013881192130040845,0.0,0.009889914418421101,0.015707853226495944,0.018160057473990087,0.02012745830977258,0.006932264781188193,0.022686109251136594,0.017553076230797986,0.01888797047467224,0.018372926668098023,0.011334141965012732,0.019782941338495664,0.006194248913737829,0.013518252226547576,0.010888762361415671,0.009331021829848084,0.020636690991526534,0.018624770980526433,0.015531682450131725,0.009732218729712867,0.009876745752090431,0.010317151636393266,0.017623966130465296,0.008674888076805755,0.01109270811212239,0.007856989706001563,0.009215278804145818,0.015557645348417585,0.01348741748151733,0.015455138180000784,0.017178823450744292,0.01027049775867022,0.031112154182396757,0.012680071717908623,0.024085943479714874,0.02194575825044018,0.015982981818082758,0.012293679969737618,0.00865388466653934,0.010813420636198922,0.015381109048382533,0.014598528641395131,0.01181725936848598,0.013110285033240989,0.008448652774872608,0.005488862660886617,0.015053854181335051,0.01073463295241145,0.01418053265187524,0.009779484112408273,0.016090165253882512,0.006186757342816055,0.015265788451399387,0.016182939102003965,0.013483258445371194,0.011917675666652593,0.012723782997740185,0.007893560913793911,0.006119454392293432,0.012639934102653669,0.017304263545359463,0.007727685924631823,0.016759447452668434,0.009677393719786083,0.00796303107522855,0.006349194525277659,0.008245765233622684,0.012381777370856736,0.016290934470901478,0.009013564150403441,0.014776894664735548,0.009347135641021027,0.0074181684887336796,0.023116455006447847,0.014875810794175935,0.009038008504380218,0.009700979940684296,0.009643357507380079,0.011577216970644727,0.0071443587571054365,0.00572103411008973,0.010443495736745866,0.007345628098406809,0.014139616017272724,0.01480899112828417,0.014817076734060236,0.011813700204029224,0.009824531972929047,0.028535310353224794,0.007364752936621297,0.00834832956676042,0.012160059615923395,0.017700983220414784,0.014422265913756392,0.017818746019601452,0.006407683134963869,0.009862327090470904,0.009708659406900787,0.01370222809161199,0.015589114811701704,0.013488292279164406,0.008421534979642433,0.014351503081015609,0.015305773742703633,0.02653974038793557,0.011395211940503953,0.007583009112270444,0.006542370960690329,0.009958023731852093,0.008436022245302759,0.008020012059880462,0.011674843226769626,0.006059749542871967,0.007198856099787539,0.011056324837248804,0.00844064020636966,0.012476811856896102,0.020098667818202815,0.005259444289909381,0.017137225883079865,0.009235652980289912,0.01223235919173981,0.013543679433423585,0.007784740929911766,0.005456761499886087,0.013502883867736477,0.008650934814826728,0.007627571732358826,0.01826816809877865,0.006243070686307998,0.016900195532445518,0.014489388343282927,0.00937729943216503,0.006703070790644688,0.012103389267141223,0.010972535682083055,0.01335275341976925,0.008122393418525322,0.02041077118851672,0.010323747860243405,0.01161931683764981,0.009170817284681153,0.009450054662247529,0.009326618134234618,0.00919362967756249,0.008534022069832243,0.00919311578242357,0.004628714644413325,0.013755869364476462,0.009246579422741688,0.015484459311866547,0.01212553829603972,0.013838613574990633,0.009301556937081401,0.012471009022237883,0.01992504225026686,0.01413536364408831,0.00633778098406128,0.012305047520885813,0.01119665256570982,0.007737135642864247,0.01330338133992384,0.017639187315230957,0.009422003988033193,0.012079000322398637,0.019916700931407547,0.01717571845765955,0.008229942210461121,0.019125070482089095,0.007968257369564372,0.013127200235948891,0.00966040060914156,0.012236209380018553,0.011026886532316461,0.0074831703119539825,0.01278306594528693,0.009521204403225125,0.009763428573421011,0.008168533406015525,0.01786650730254526,0.005532827624784119,0.024620135852523505,0.011694586803371626,0.016380686584505706,0.007379175893401121,0.014594417591144071,0.014801894660437742,0.012090521937581976,0.01624091765771193,0.008128959358180898,0.009625264556256192,0.006525810417687113,0.02476386427988449,0.012708475684021087,0.01249866638710975,0.013233200776140111,0.01725895896177728,0.008713345468829839,0.02142211149942355,0.01536778354441888,0.01908159629946495,0.015591870716266927,0.011814317913305034,0.01668516618560616,0.01715386048117409,0.011505717437621717,0.011904069532536768,0.010494001241331982,0.017498013677136704,0.018352951481565426,0.011956599882506814,0.010993513500163454,0.020224630478658613,0.005651669386122606,0.012832541362069318,0.009912492220459956,0.012487986386852864,0.026405207460574006,0.010675305968035027,0.02347996572658175,0.009859783315108181,0.016058959906341097,0.011972981970168047,0.013052075955810117,0.006770788157807032,0.009164408918693245,0.008537846572895672,0.006560748722635335,0.010084830069797584,0.023035260294328442,0.014791403293705666,0.00820387636425562,0.013008000814241529,0.007784008019854494,0.00889085096789902,0.00889706716754929,0.00934975042338299,0.016253579965938,0.011784403278880716,0.010834850612019649,0.022963727232763912,0.011016983694296255,0.017040632491834757,0.010913015066437026,0.018093901514368033,0.021290764528936624,0.010909596044668067,0.013474088232188182,0.01933990235593033,0.017121712892708984,0.014056353285059768,0.018573462363601537
