Supervised (ImageNet),Temporal 60 s (movies),Temporal 10 s (movies),Temporal 1 s (movies),Temporal 5 min (movies),CMC (movies),random,CMC (ImageNet)
-0.17481152786104914,-0.1835880973935144,-0.15194004355946275,0.07815414096629626,-0.06080017972566057,0.9233478606090498,-0.21249401422722736,0.07274108866340212
-0.1311031646039852,-0.02165182715188417,0.037780465055476775,0.14304440428590554,0.23586996269529026,0.2643511640357405,0.10867022535007073,-0.03071422096022078
0.060807925892576026,0.14881985639183598,-0.1469996201119724,-0.20739631894431443,0.22557831231414782,0.007213526386704687,-0.2889318658954408,-0.1145906555396256
-0.3311132574747366,0.07696468103923779,-0.09286393940746732,0.1355537257202457,-0.29847356817756965,0.550485016856854,-0.1953261608203875,-0.07073726768087882
0.04614205172592032,0.17564428107660404,0.27911387632964313,-0.05999771560212956,-0.26012539018499947,0.4325529594694003,-0.13048789948613657,0.10962859025121433
-0.18298908858545887,0.059751468051830355,0.26481595455848916,-0.24966042385164863,0.12724623596613627,0.18550777662480508,-0.0027006259845634567,-0.24249901404386698
0.11660066750507969,-0.08159583880336747,0.41945530274501136,-0.2780149224880576,-0.08474564735192852,0.12130520341787338,0.377245981079293,-0.2214923432893556
0.09617513452920062,0.0169948744442512,0.6043327115609956,-0.08368931274206935,-0.2152975193195271,0.17828038775693064,0.23980866672755793,-0.09758526803525029
0.25708411856576663,0.6298885107072363,-0.24312457459870365,-0.20330680754965505,0.2568537765490256,0.0016636978475352837,-0.1254619657690399,0.08781640661776724
0.13070657896448803,0.001415142760288625,-0.11848699740463484,0.3334006291619711,0.2614168756368532,0.5593791638739729,-0.14056491302045768,-0.15727464148323456
0.09715221246117756,-0.08795319918474809,0.1364227191948349,-0.0015374031839334168,0.09452265420269063,0.2208885394090604,0.10327654770838535,0.02435168114029996
0.014905713570498622,0.23322711450348138,0.22337782608939133,0.3780915646211372,-0.04306898699940324,0.8040588531090278,-0.21484339333703026,0.125006316506998
-0.07337405210925627,0.0902661779022759,0.06273072362217717,-0.06254559580639735,-0.135645785276846,0.3129622321350742,0.3553684885767739,0.18920298289963797
-0.1924963422341956,0.21389361716212843,-0.1783735982850815,-0.20264816677337436,0.17679893240022282,0.35388982220536547,0.05335502210066434,0.012786784862037229
0.30333790172112557,0.14183984758636187,0.040946984078979794,-0.005719864473537648,-0.004005072190814744,0.8505866475167981,0.1267506724163951,0.10279408855214037
0.5872588305823891,0.027782776438312062,0.2543102474567994,0.12523333223532754,0.07343131585871338,0.10232459092277935,-0.038521099456968966,-0.14742085828661566
-0.11483992073689743,0.05547334752425144,0.2522596597885863,-0.1991570847033279,0.104047867471144,0.28741953252687985,-0.26977747776412575,-0.17518885952205174
-0.03503785430666627,0.011338969590556441,-0.10209261871079361,0.28982507215313363,0.07721707120173771,0.49449541227370797,-0.12224894605806186,0.09217584388657263
-0.11555984646259415,0.3763043007493653,-0.08775909183886672,-0.22584583399193245,0.39485330056537354,-0.06690616461734485,0.030160890746353836,-0.023553957276414683
0.3505794646486495,-0.17751593537745833,-0.23658016253488479,-0.025730204016095395,-0.11430837291533198,0.3939467173389439,0.3311935108909293,0.2714390798358818
-0.11668947068760016,0.05777895430086841,-0.18242638899931635,-0.0871446647949948,0.22040041451077638,0.6351543234116652,-0.2298641221970885,-0.00987778273832951
-0.3165696333917791,0.3366957658272808,-0.20811145066859854,0.2541041269909849,-0.0749991684508143,0.35689140887203435,-0.12031249773010266,0.09540871314979585
0.33638780959451303,-0.12490691105808421,-0.01976133193222096,0.4581408694732876,-0.00036193565773837144,0.4446944593373466,0.08994090037110819,0.1946133141225428
0.1076795719082971,0.0053476869609378475,-0.07024216410344733,-0.13792957594381985,0.19994345908718986,0.23736818636066326,0.21235367099557048,0.10809375769801605
-0.1551231206709108,0.22586207614167825,0.6452125872385335,-0.2566634122309257,-0.07383907439738585,0.45542824620779654,-0.048474533276411866,0.334851906106852
0.45720687022152384,-0.11060651854871478,-0.05187055986421994,-0.06247094411048456,0.2731345611924201,0.19568168984708187,-0.2260241360686109,-0.2748502706709765
0.4019385018614454,-0.2953652413790043,0.0375481597065106,-0.16408422857276472,0.16409171561663968,0.0967662062400792,-0.019388738133141556,-0.17522515366922825
-0.0720207332855775,-0.11710265079913776,0.08305381707943592,0.393482636547736,0.31793748780297193,0.45213909009260933,-0.113631665924642,0.09943710669204847
-0.00020774515358096268,0.10711240395000773,0.144523008940788,0.06157678301274319,-0.027447004326551533,0.8254588490857808,-0.27156302757131767,0.11261376753848959
0.4724173874116716,0.18904321154385342,0.0993575208041619,0.02267375919016147,0.10966871277749492,0.726613059391475,0.35147839433869676,-0.15646809078361065
-0.18962749164926365,0.042652114454436146,0.15519049143312247,0.07790660515578962,0.5504225566475335,0.5077992229711557,0.13452362066590998,0.11433313799961436
0.3017685521827829,0.07885543962504302,0.42692394676588946,-0.049406077641677745,0.22656041815490682,0.5229464936714713,0.2500135525213265,-0.13556493158247368
0.22907821443423257,-0.2007443169338459,-0.16649441372604518,-0.09558413795648069,-0.10807112632203164,0.7068854254000888,-0.17750525397375566,-0.1522912045124467
-0.04246217586222725,-0.14531128069840943,-0.059641860052381465,0.07447250793499997,-0.2606383473799981,0.4370660554417849,-0.19039577756911094,-0.33781227910049083
0.02424888274133459,-0.026658993062080985,-0.1667268172574457,0.2028331594549174,-0.25492400484050826,-0.26987532911432616,-0.21506390209137013,-0.13587978339792284
-0.0007627544292145849,0.05239359515291324,0.0791885120794766,-0.014603400933846149,0.007016353785006098,0.635168111065219,-0.035710984245612074,-0.24761439100014138
-0.15340361988762286,0.15268462532408117,0.27634833950779203,0.31824134845791435,0.3690572073361421,0.39067473667600794,0.16989538038494983,-0.0924156230589193
-0.09650233463650051,-0.1741334931946445,0.020103254688755706,0.04792418276715387,-0.16672775567674908,0.21723185247587934,0.23055690931295486,-0.07162626387416146
0.14233687321912541,0.2681241950490328,-0.2332193211523988,0.22744183561861447,0.6046916113386309,0.43547699780690985,0.5693340496557917,0.1896848752851693
-0.0878906928598529,-0.21359392465010543,0.45498134068795953,-0.24344010098812935,-0.15194531331995398,0.004073038229303008,0.15935403531609366,0.19085380630277965
0.16088745064211496,0.5744263171598822,0.07641880218006285,-0.1368209898572466,-0.3056746910298041,-0.05433542682436901,-0.32021624894672485,0.3533348384194338
0.1083946921896691,-0.10590812662031066,0.42863774910035884,0.09761592893638399,0.002143198855114166,0.8636448178010336,-0.17375245275094992,0.023872956172557185
0.20842608614814806,0.10086930592121679,-0.1711895408597564,0.19863174497440883,0.21196162080785222,0.5568195619008448,-0.18066370577118931,0.024382059586017288
-0.015798145165108697,-0.012014433068292557,0.2937634781179533,-0.10534843159506074,0.026898011110658093,0.6311772909688831,0.06952889422262441,-0.2775871176020791
-0.04445483861993178,0.4315921240714511,-0.11960738564229023,-0.03955827732674168,-0.17582145961451426,0.7278053302266062,-0.30640426385422237,-0.1468092104795155
-0.18903959046042684,-0.07880159346024265,0.16235774595476118,-0.2621847918234661,-0.24541683027900688,0.1232992562327134,0.23707500335521786,0.2669280465389811
0.009916496612492123,0.2087709029336436,-0.3052580026144378,-0.019587199550153298,0.5477469199980931,0.9414465225408033,0.0015008456340407303,0.205282290467809
